S.No,LocalBodyName,WardNo,Post,District,State,Winner,GovernmentAllianceVote,UMLVote
877,महाकाली नगरपालिका,9,वडा अध्यक्ष,दार्चुला,7,हर सिंह डाँगा,520,580
878,फेदीखोला गाउँपालिका,1,वडा अध्यक्ष,स्याङ्जा,4,खिम बहादुर क्षेत्री,420,502
879,इलाम नगरपालिका,6,वडा अध्यक्ष,इलाम,1,माधव प्रसाद भट्टराई,675,727
880,कुम्मायक गाउँपालिका,3,वडा अध्यक्ष,पाँचथर,1,राम प्रसाद गजुरेल,307,505
881,मिथिला नगरपालिका,9,वडा अध्यक्ष,धनुषा,2,दिपक जंङ्ग थापा,630,801
882,काईके गाउँपालिका,2,वडा अध्यक्ष,डोल्पा,6,तेजेन्द्र बहादुर बुढा,1,217
883,दुल्लु नगरपालिका,10,वडा अध्यक्ष,दैलेख,6,हर्क वहादुर खडका,619,623
884,पूर्वखोला गाउँपालिका,1,वडा अध्यक्ष,पाल्पा,5,भोग बहादुर थापा (मगर),600,1213
885,तिनपाटन गाउँपालिका,7,वडा अध्यक्ष,सिन्धुली,3,कोमल बहादुर खपाङ्गी,477,498
886,खैरहनी नगरपालिका,6,वडा अध्यक्ष,चितवन,3,राम शरण पाण्डे,933,1040
887,मध्यनेपाल नगरपालिका,8,वडा अध्यक्ष,लमजुंग,4,अमृत बहादुर तमाङ,411,536
888,बुढानिलकण्ठ नगरपालिका,10,वडा अध्यक्ष,काठमाडौं,3,नवराज भट्टराई,1596,2410
889,तिलोत्तमा नगरपालिका,4,वडा अध्यक्ष,रुपन्देही,5,दिवाकर ढकाल,141,1053
890,पन्चेश्वर गाउँपालिका,3,वडा अध्यक्ष,बैतडी,7,मीन बहादुर चन्द,434,436
891,सूर्यविनायक नगरपालिका,8,वडा अध्यक्ष,भक्तपुर,3,किरण थापामगर,883,1547
892,बराह नगरपालिका,4,वडा अध्यक्ष,सुनसरी,1,आशाराम चौधरी,733,1117
893,मदाने गाउँपालिका,3,वडा अध्यक्ष,गुल्मी,5,नारायण घर्ती,574,813
894,छथर जोरपाटी गाउँपालिका,5,वडा अध्यक्ष,धनकुटा,1,सुरेन्द्र कुमार लिम्बू,409,562
895,पाख्रिवास नगरपालिका,2,वडा अध्यक्ष,धनकुटा,1,तोर्ण बहादुर खपाङ्गी,307,731
896,भूमिकास्थान नगरपालिका,10,वडा अध्यक्ष,अर्घाखांची,5,खगेश्‍वर पन्‍थी,623,1006
897,गैडाकोट नगरपालिका,2,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,ध्रुव राम पौडेल,1055,1273
898,पाख्रिवास नगरपालिका,5,वडा अध्यक्ष,धनकुटा,1,गोपाल राज थापा,306,437
899,राप्ती नगरपालिका,2,वडा अध्यक्ष,चितवन,3,श्याम सुन्दर उप्रेती,76,1221
900,माईजोगमाई गाउँपालिका,4,वडा अध्यक्ष,इलाम,1,गणेश कुमार राई,718,742
901,ज्वालामूखी गाउँपालिका,6,वडा अध्यक्ष,धादिङ्ग,3,अर्जुन अर्याल,765,963
902,ललितपुर महानगरपालिका,3,वडा अध्यक्ष,ललितपुर,3,श्रीगोपाल महर्जन,986,1706
903,काठमाण्डौ महानगरपालिका,23,वडा अध्यक्ष,काठमाडौं,3,मचा राजा महर्जन,1169,1198
904,ट्याम्केमैयुम गाउँपालिका,7,वडा अध्यक्ष,भोजपुर,1,उद्धव कुमार राई,252,276
905,रुरु गाउँपालिका,4,वडा अध्यक्ष,गुल्मी,5,फर्सुराम ज्ञवाली,729,1503
906,फाल्गुनन्द गाउँपालिका,2,वडा अध्यक्ष,पाँचथर,1,बहादुर सिँ नेम्बाङ्ग,167,326
907,आदर्श गाउँपालिका,6,वडा अध्यक्ष,डोटी,7,लाल बहादुर खडायत,535,582
908,कनकासुन्दरी गाउँपालिका,7,वडा अध्यक्ष,जुम्ला,6,धन जित रोकाया,282,336
909,फिक्कल गाउँपालिका,2,वडा अध्यक्ष,सिन्धुली,3,शंकर बहादुर भण्डारी,372,673
910,कन्काई नगरपालिका,1,वडा अध्यक्ष,झापा,1,रोशनराज पोखरेल,674,887
911,धनकुटा नगरपालिका,1,वडा अध्यक्ष,धनकुटा,1,निरेन तामाङ्ग,968,983
912,बराहताल गाउँपालिका,7,वडा अध्यक्ष,सुर्खेत,6,कुल बहादुर बुचा,257,465
913,भोजपुर नगरपालिका,12,वडा अध्यक्ष,भोजपुर,1,कुमार  प्रसाद  श्रेष्ठ ,535,613
914,शङ्खरापुर नगरपालिका,5,वडा अध्यक्ष,काठमाडौं,3,शेर गम्भिर थापा,506,714
915,बुंगल नगरपालिका,5,वडा अध्यक्ष,बझाङ्ग,7,प्रयाग धामी,360,396
916,सूर्योदय नगरपालिका,10,वडा अध्यक्ष,इलाम,1,पेमा उगेन लामा,708,956
917,बीरेन्द्रनगर नगरपालिका,8,वडा अध्यक्ष,सुर्खेत,6,थम्म प्रसाद गौतम,856,893
918,वित्थडचिर गाउँपालिका,2,वडा अध्यक्ष,बझाङ्ग,7,मान बहादुर बोहरा,287,455
919,भानु नगरपालिका,9,वडा अध्यक्ष,तनहुँ,4,निलन संजिवा श्रेष्ठ,837,930
920,गोसाईकुण्ड गाउँपालिका,1,वडा अध्यक्ष,रसुवा,3,फुर्पु सोनाम तमाङ,238,292
921,फेदाप  गाउँपालिका,1,वडा अध्यक्ष,तेर्हथुम,1,मन बहादुर श्रेष्ठ,695,793
922,मादी नगरपालिका,8,वडा अध्यक्ष,संखुवासभा,1,चन्द्र बहादुर गुरुङ्ग,174,254
923,रामधुनी नगरपालिका,9,वडा अध्यक्ष,सुनसरी,1,घनश्‍याम चौधरी,692,1096
924,नेस्याङ गाउँपालिका,4,वडा अध्यक्ष,मनाङ्ग,4,कर्म टसी घले,24,65
925,पुतलीबजार नगरपालिका,2,वडा अध्यक्ष,स्याङ्जा,4,तिलक राम श्रेष्‍ठ,468,645
926,मैवाखोला गाउँपालिका,3,वडा अध्यक्ष,ताप्लेजुंग,1,थर्क कुमार चोङवाङ,353,402
927,मादी गाउँपालिका,4,वडा अध्यक्ष,कास्की,4,सत्य राज सापकोटा,281,483
928,बन्दिपुर गाउँपालिका,4,वडा अध्यक्ष,तनहुँ,4,हरे राम थापा मगर,613,631
929,फिक्कल गाउँपालिका,4,वडा अध्यक्ष,सिन्धुली,3,गोपाल बहादुर मगर,530,669
930,नागार्जुन नगरपालिका,2,वडा अध्यक्ष,काठमाडौं,3,थुमराज के.सी,681,791
931,छायाँनाथ रारा नगरपालिका,5,वडा अध्यक्ष,मुगु,6,डम्‍वर बहादुर रावल,295,337
932,धनकुटा नगरपालिका,2,वडा अध्यक्ष,धनकुटा,1,चन्द्र लाल तामाङ,468,816
933,शुक्लागण्डकी नगरपालिका,6,वडा अध्यक्ष,तनहुँ,4,कृष्ण वहादुर पौडेल,459,927
934,मोलुङ गाउँपालिका,7,वडा अध्यक्ष,ओखलढुंगा,1,हेम बहादुर सुनुवार,209,463
935,ललितपुर महानगरपालिका,23,वडा अध्यक्ष,ललितपुर,3,भुयू काजी महर्जन,705,950
936,देवदह नगरपालिका,5,वडा अध्यक्ष,रुपन्देही,5,झिल्लु प्रसाद न्यौपाने,1057,1305
937,ढकारी गाउँपालिका,2,वडा अध्यक्ष,अछाम,7,नकुल बहादुर साउँद,309,335
938,रामेछाप नगरपालिका,3,वडा अध्यक्ष,रामेछाप,3,भुपाल राज श्रेष्‍ठ,497,517
939,भीमफेदी गाउँपालिका,5,वडा अध्यक्ष,मकवानपुर,3,जाहार सिं लामा,492,564
940,शिवालय गाउँपालिका,4,वडा अध्यक्ष,जाजरकोट,6,तेज बहादुर बुढा,97,125
941,गौमुल गाउँपालिका,5,वडा अध्यक्ष,बाजुरा,7,गणेश बहादुर रोकाया,231,278
942,वित्थडचिर गाउँपालिका,6,वडा अध्यक्ष,बझाङ्ग,7,हर्क बहादुर धामी,260,288
943,धुलिखेल नगरपालिका,8,वडा अध्यक्ष,काभ्रेपलाञ्चोक,3,निराजन जंगम,541,643
944,राप्ती नगरपालिका,1,वडा अध्यक्ष,चितवन,3,सिद्बीलाल स्याङतान,1246,1374
945,सत्यवती गाउँपालिका,1,वडा अध्यक्ष,गुल्मी,5,भिमलाल पाण्डे,679,720
946,सूर्योदय नगरपालिका,3,वडा अध्यक्ष,इलाम,1,होम बहादुर कार्की,855,971
947,भिमेश्वर  नगरपालिका,6,वडा अध्यक्ष,दोलखा,3,नविन कुमार लामा,406,726
948,शुक्लागण्डकी नगरपालिका,3,वडा अध्यक्ष,तनहुँ,4,राम कुमार श्रेष्‍ठ,308,850
949,कचनकवल गाउँपालिका,6,वडा अध्यक्ष,झापा,1,कुल बहादुर कार्की,788,959
950,रम्भा गाउँपालिका,5,वडा अध्यक्ष,पाल्पा,5,खुम कान्त बस्याल,728,919
951,सूर्मा गाउँपालिका,3,वडा अध्यक्ष,बझाङ्ग,7,मदन कामी,278,359
952,आठराई  गाउँपालिका,5,वडा अध्यक्ष,तेर्हथुम,1,विष्‍णु प्रसाद ओली,354,661
953,मन्थली नगरपालिका,14,वडा अध्यक्ष,रामेछाप,3,भरत सिं वाइबा,231,384
954,गुर्भाकोट नगरपालिका,9,वडा अध्यक्ष,सुर्खेत,6,शशिराम भट्टराई,728,831
955,थाहा नगरपालिका,12,वडा अध्यक्ष,मकवानपुर,3,मान बहादुर स्‍याङतान,619,803
956,विरुवा गाउँपालिका,6,वडा अध्यक्ष,स्याङ्जा,4,कृष्‍ण बहादुर क्षेत्री,294,662
957,चैनपुर नगरपालिका,2,वडा अध्यक्ष,संखुवासभा,1,काजी शेर्पा,456,694
958,नौवहिनी गाउँपालिका,1,वडा अध्यक्ष,प्यूठान,5,शेर बहादुर सेन ठकुरी,507,894
959,धुनीबेंशी नगरपालिका,2,वडा अध्यक्ष,धादिङ्ग,3,बलराम कुवँर,873,950
960,र्इन्द्रावती गाउँपालिका,11,वडा अध्यक्ष,सिन्धुपाल्चोक,3,मने माझी,390,424
961,मालिका गाउँपालिका,8,वडा अध्यक्ष,गुल्मी,5,टिका बहादुर जि.सी.,798,817
962,बाणगंगा नगरपालिका,8,वडा अध्यक्ष,कपिलवस्तु,5,गुणानिधी भुसाल,1871,2318
963,बैजनाथ गाउँपालिका,2,वडा अध्यक्ष,बाँके,5,प्रेम बहादुर थापा क्षेत्री,1142,1652
964,ठूली भेरी नगरपालिका,2,वडा अध्यक्ष,डोल्पा,6,देवी रोकाया,61,68
965,मिथिला नगरपालिका,4,वडा अध्यक्ष,धनुषा,2,विष्णुहरि खदाल,490,613
966,कालिन्चोक  गाउँपालिका,3,वडा अध्यक्ष,दोलखा,3,निसान बुढाथोकी,321,354
967,खार्पुनाथ गाउँपालिका,1,वडा अध्यक्ष,हुम्ला,6,मकुसिह बुढा,207,481
968,पाँचखपन नगरपालिका,5,वडा अध्यक्ष,संखुवासभा,1,राम बहादुर तामाङ्ग,263,395
969,फेदाप  गाउँपालिका,4,वडा अध्यक्ष,तेर्हथुम,1,नविन चन्द्र लिम्बु,274,507
970,बागलुङ नगरपालिका,12,वडा अध्यक्ष,बागलुङ,4,गुरु दत्त पाठक,1006,1180
971,केरावारी गाउँपालिका,4,वडा अध्यक्ष,मोरङ्ग,1,इन्द्र बहादुर याम्फू राइ,340,355
972,रामग्राम नगरपालिका,1,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पश्चिम),5,रुद्र प्रकाश उपाध्याय,133,205
973,अन्नपुर्ण गाउँपालिका,10,वडा अध्यक्ष,कास्की,4,कुमार प्रसाद गुरुङ्ग,450,486
974,नारायण नगरपालिका,5,वडा अध्यक्ष,दैलेख,6,लाल वहादुर बस्नेत,299,364
975,बढैयाताल गाउँपालिका,1,वडा अध्यक्ष,बर्दिया,5,शेर बहादुर थापामगर,768,1623
976,विदुर नगरपालिका,4,वडा अध्यक्ष,नुवाकोट,3,टलक मान श्रेष्‍ठ,618,847
977,मर्स्याङदी गाउँपालिका,3,वडा अध्यक्ष,लमजुंग,4,प्रेम बहादुर बस्नेत,622,765
978,फलेवास नगरपालिका,8,वडा अध्यक्ष,पर्वत,4,मन बहादुर कुवर,307,384
979,शिवसताक्षि नगरपालिका,7,वडा अध्यक्ष,झापा,1,नविन ईजम,1394,1821
980,चिशंखुगढी गाउँपालिका,7,वडा अध्यक्ष,ओखलढुंगा,1,तुल बिक्रम श्रेष्ठ,42,240
981,तानसेन नगरपालिका,9,वडा अध्यक्ष,पाल्पा,5,हरि सुमर रेग्मी,571,964
982,देवदह नगरपालिका,2,वडा अध्यक्ष,रुपन्देही,5,धर्मागत पाण्डे,708,776
983,भीमदत्त नगरपालिका,17,वडा अध्यक्ष,कन्चनपुर,7,हिमाल बहादुर चन्द,341,374
984,किर्तिपुर नगरपालिका,6,वडा अध्यक्ष,काठमाडौं,3,न्हुछे बहादुर महर्जन,1068,1139
985,बाणगंगा नगरपालिका,5,वडा अध्यक्ष,कपिलवस्तु,5,भिष्म राज भुसाल,1173,1289
986,चाँगुनारायण नगरपालिका,9,वडा अध्यक्ष,भक्तपुर,3,गणेश त्यात,603,995
987,पनौती नगरपालिका,1,वडा अध्यक्ष,काभ्रेपलाञ्चोक,3,गुणनाथ सापकोटा,1024,1429
988,कुम्मायक गाउँपालिका,1,वडा अध्यक्ष,पाँचथर,1,देवेन्द्र कुमार लावती,71,474
989,फालेलुङ गाउँपालिका,6,वडा अध्यक्ष,पाँचथर,1,सुजाता वान्‍तवा राई,361,386
990,गुराँस गाउँपालिका,8,वडा अध्यक्ष,दैलेख,6,पुर्ण बहादुर वली,506,513
991,पाँचखपन नगरपालिका,7,वडा अध्यक्ष,संखुवासभा,1,कृष्‍ण बहादुर खङ्का,416,432
992,दुल्लु नगरपालिका,3,वडा अध्यक्ष,दैलेख,6,कलम बहादुर खनाल,537,578
993,चौकुने गाउँपालिका,1,वडा अध्यक्ष,सुर्खेत,6,लछिराम आले,282,412
994,फलेवास नगरपालिका,9,वडा अध्यक्ष,पर्वत,4,गंगाधर शर्मा,406,462
995,सन्दकपुर गाउँपालिका,5,वडा अध्यक्ष,इलाम,1,जित बहादुर साँवा,712,995
996,मंगलसेन नगरपालिका,14,वडा अध्यक्ष,अछाम,7,तेज बहादुर भण्डारी,445,478
997,शुक्लागण्डकी नगरपालिका,9,वडा अध्यक्ष,तनहुँ,4,लोक नारायण श्रेष्ठ,459,485
998,खाँडाचक्र नगरपालिका,8,वडा अध्यक्ष,कालिकोट,6,आदिचन्द्र चौलागाई,244,264
999,रामग्राम नगरपालिका,5,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पश्चिम),5,विनोद कुँवर,153,157
1000,काठमाण्डौ महानगरपालिका,32,वडा अध्यक्ष,काठमाडौं,3,नवराज पराजुली,4901,5879
1001,चौविसे गाउँपालिका,1,वडा अध्यक्ष,धनकुटा,1,श्री कृष्ण श्रेष्ठ,467,480
1002,सखुवानान्कारकट्टी गाउँपालिका,5,वडा अध्यक्ष,सिराहा,2,वैध्यनाथ यादव,767,1008
1003,मिथिला नगरपालिका,11,वडा अध्यक्ष,धनुषा,2,वेढ बहादुर कार्की,897,938
1004,तानसेन नगरपालिका,8,वडा अध्यक्ष,पाल्पा,5,राम प्रसाद घिमिरे,530,828
1005,सुखीपुर नगरपालिका,6,वडा अध्यक्ष,सिराहा,2,रामेश्‍वर साह,417,904
1006,नाशोङ गाउँपालिका,1,वडा अध्यक्ष,मनाङ्ग,4,झलक वहादुर गुरुङ,43,117
1007,गैडाकोट नगरपालिका,11,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,गोविन्द प्रसाद सुवेदी,764,778
1008,हिमाली गाउँपालिका,3,वडा अध्यक्ष,बाजुरा,7,ध्याने रोकाया,133,144
1009,दिपायल सिलगढी नगरपालिका,9,वडा अध्यक्ष,डोटी,7,धर्म वहादुर साउद,301,437
1010,याङवरक गाउँपालिका,5,वडा अध्यक्ष,पाँचथर,1,टेक नाथ न्यौपाने,599,706
1011,शिखर नगरपालिका,11,वडा अध्यक्ष,डोटी,7,भिष्म बहादुर बलायर,688,715
1012,रुरु गाउँपालिका,3,वडा अध्यक्ष,गुल्मी,5,शेषनारायण पौडेल,441,828
1013,सुखीपुर नगरपालिका,7,वडा अध्यक्ष,सिराहा,2,विरेन्द्र महतो,617,804
1014,बेनी  नगरपालिका,6,वडा अध्यक्ष,म्याग्दी,4,कृष्ण बहादुर बाँनिया,656,722
1015,हरिवन नगरपालिका,9,वडा अध्यक्ष,सर्लाही,2,सिताराम पोखरेल,554,765
1016,खाँडाचक्र नगरपालिका,11,वडा अध्यक्ष,कालिकोट,6,पुष्पराज गिरी,197,212
1017,भिमाद नगरपालिका,1,वडा अध्यक्ष,तनहुँ,4,सोम नाथ शर्मा,987,1029
1018,जगदुल्ला गाउँपालिका,6,वडा अध्यक्ष,डोल्पा,6,भक्त बहादुर बढाथोकी,102,108
1019,पाख्रिवास नगरपालिका,6,वडा अध्यक्ष,धनकुटा,1,दल बहादुर तामाङ्ग,295,463
1020,केदारस्युँ गाउँपालिका,3,वडा अध्यक्ष,बझाङ्ग,7,बीर बहादुर खाती,156,345
1021,बर्दघाट नगरपालिका,2,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पश्चिम),5,दया दर्लामी,996,1079
1022,बाणगंगा नगरपालिका,6,वडा अध्यक्ष,कपिलवस्तु,5,शुक देव थारु,888,1096
1023,विरुवा गाउँपालिका,8,वडा अध्यक्ष,स्याङ्जा,4,श्री प्रकाश थापा,274,682
1024,ईनरुवा नगरपालिका,4,वडा अध्यक्ष,सुनसरी,1,श्याम देव मेहता,761,1008
1025,धुर्कोट गाउँपालिका,6,वडा अध्यक्ष,गुल्मी,5,कृष्ण बहादुर सार्की,557,712
1026,त्रिवेणी नलगाड नगरपालिका,11,वडा अध्यक्ष,जाजरकोट,6,जित वहादुर मल्ल,221,277
1027,बेलकोटगढी नगरपालिका,5,वडा अध्यक्ष,नुवाकोट,3,अनन्त राम नेपाल,796,807
1028,बुङदीकाली गाउँपालिका,2,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,बाल प्रसाद ठाडा,663,962
1029,बगनासकाली गाउँपालिका,3,वडा अध्यक्ष,पाल्पा,5,टिका बहादुर थापा,584,631
1030,बाणगंगा नगरपालिका,7,वडा अध्यक्ष,कपिलवस्तु,5,बिण्णु गिरी,1112,1481
1031,दोर्दी गाउँपालिका,4,वडा अध्यक्ष,लमजुंग,4,सुक वहादुर गुरुङ,404,553
1032,मालारानी गाउँपालिका,2,वडा अध्यक्ष,अर्घाखांची,5,विष्‍णु प्रसाद भुसाल,547,585
1033,खाँदवारी नगरपालिका,9,वडा अध्यक्ष,संखुवासभा,1,टिका राम कुमाल,804,1108
1034,मेल्लेख गाउँपालिका,7,वडा अध्यक्ष,अछाम,7,नर बहादुर साउद,629,782
1035,सुन्दरबजार नगरपालिका,11,वडा अध्यक्ष,लमजुंग,4,प्रेम बहादुर दुरा,342,420
1036,लामीडाँडा गाउँपालिका,5,वडा अध्यक्ष,खोटाङ्ग,1,गणेश बहादुर थापा मगर,215,330
1037,भिमाद नगरपालिका,8,वडा अध्यक्ष,तनहुँ,4,बुद्धि मान श्रेष्ठ,456,677
1038,कुश्मा नगरपालिका,7,वडा अध्यक्ष,पर्वत,4,सुबास चन्द्र पौडेल,306,439
1039,सत्यवती गाउँपालिका,4,वडा अध्यक्ष,गुल्मी,5,दान बहादुर राना,562,792
1040,भीमदत्त नगरपालिका,6,वडा अध्यक्ष,कन्चनपुर,7,हरक सिह धामी,958,1055
1041,रत्ननगर नगरपालिका,9,वडा अध्यक्ष,चितवन,3,रोशन आचार्य,852,993
1042,साफेबगर नगरपालिका,6,वडा अध्यक्ष,अछाम,7,प्रेम राज शर्मा,99,482
1043,खाल्सा छिन्ताङ सहीदभूमि गाउँपालिका,5,वडा अध्यक्ष,धनकुटा,1,मल्सु राम राई,365,385
1044,निजगढ नगरपालिका,3,वडा अध्यक्ष,बारा,2,जीत बहादुर तामाङ्ग,274,408
1045,शिवसताक्षि नगरपालिका,5,वडा अध्यक्ष,झापा,1,सत्यनारायण राजवंशी,837,903
1046,सैनामैना नगरपालिका,6,वडा अध्यक्ष,रुपन्देही,5,बसन्त पाण्डे,1167,1591
1047,देवदह नगरपालिका,4,वडा अध्यक्ष,रुपन्देही,5,दिपक चापागाई,817,902
1048,सिद्धलेक गाउँपालिका,4,वडा अध्यक्ष,धादिङ्ग,3,रामहरी बराकोटी,445,980
1049,पथरी शनिश्चरे नगरपालिका,6,वडा अध्यक्ष,मोरङ्ग,1,जय बहादुर तामाड,826,837
1050,नौवहिनी गाउँपालिका,4,वडा अध्यक्ष,प्यूठान,5,पहल सिह घर्ती मगर,437,697
1051,नवदुर्गा गाउँपालिका,4,वडा अध्यक्ष,डडेलधुरा,7,पदम बहादुर विष्ट,452,597
1052,मुखियापट्टी मुसहरमिया गाउँपालिका,2,वडा अध्यक्ष,धनुषा,2,नरेश प्रसाद यादव,345,391
1053,गुराँस गाउँपालिका,6,वडा अध्यक्ष,दैलेख,6,हिम वहादुर वली,640,688
1054,र्इन्द्रावती गाउँपालिका,9,वडा अध्यक्ष,सिन्धुपाल्चोक,3,बाबु राम लामा,397,473
1055,नौमुले गाउँपालिका,1,वडा अध्यक्ष,दैलेख,6,भुवानी प्रशाद जैसी,436,480
1056,नौवहिनी गाउँपालिका,5,वडा अध्यक्ष,प्यूठान,5,अन बहादुर घर्ती मगर,673,935
1057,आदर्श गाउँपालिका,3,वडा अध्यक्ष,डोटी,7,नरेन्द्र वहादुर रोकाया,455,550
1058,मेन्छयायेम गाउँपालिका,6,वडा अध्यक्ष,तेर्हथुम,1,प्रदिप  कुमार बुढाथोकी,277,432
1059,पोखरा लेखनाथ महानगरपालिका,20,वडा अध्यक्ष,कास्की,4,सिम बहादुर गुरुङ्ग,672,1223
1060,विरुवा गाउँपालिका,5,वडा अध्यक्ष,स्याङ्जा,4,इन्द्र प्रसाद पौडेल,358,588
1061,शिवराज नगरपालिका,1,वडा अध्यक्ष,कपिलवस्तु,5,जगत बहादुर घर्ति क्षेत्री,879,1502
1062,चाँगुनारायण नगरपालिका,4,वडा अध्यक्ष,भक्तपुर,3,बुद्धि लाल महर्जन,1181,1269
1063,जलजला गाउँपालिका,5,वडा अध्यक्ष,पर्वत,4,तिलक बहादुर जि.सी,602,694
1064,रामपुर नगरपालिका,1,वडा अध्यक्ष,पाल्पा,5,मित्रलाल कंडेल,631,785
1065,बुढीगंगा नगरपालिका,6,वडा अध्यक्ष,बाजुरा,7,गणेश बहादुर थापा,258,385
1066,पाटन नगरपालिका,9,वडा अध्यक्ष,बैतडी,7,लोक बहादुर भण्डारी,326,390
1067,सत्यवती गाउँपालिका,5,वडा अध्यक्ष,गुल्मी,5,ओम प्रकाश भण्डारी,539,778
1068,बान्नीगढी जयगढ गाउँपालिका,5,वडा अध्यक्ष,अछाम,7,लाल कामी,401,582
1069,गैडाकोट नगरपालिका,13,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,पदम लाल पौडेल,731,781
1070,पोखरा लेखनाथ महानगरपालिका,18,वडा अध्यक्ष,कास्की,4,रण वहादुर थापा क्षेत्री,1304,1679
1071,सन्दकपुर गाउँपालिका,2,वडा अध्यक्ष,इलाम,1,गिरिराज खनाल,330,1033
1072,देउमाई नगरपालिका,6,वडा अध्यक्ष,इलाम,1,भगि रथ राई,683,706
1073,ईन्द्र सरोवर गाउँपालिका,3,वडा अध्यक्ष,मकवानपुर,3,चिरञ्‍जीबी पोडेल,267,979
1074,सागुरीगढी गाउँपालिका,10,वडा अध्यक्ष,धनकुटा,1,एक बहादुर राई,371,399
1075,बुढीनन्दा नगरपालिका,10,वडा अध्यक्ष,बाजुरा,7,सतवरे बोहरा,120,561
1076,बर्दघाट नगरपालिका,9,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पश्चिम),5,चन्द्र कान्त चापागाई,599,627
1077,थाक्रे गाउँपालिका,8,वडा अध्यक्ष,धादिङ्ग,3,केशव प्रसाद प्याकुरेल,667,714
1078,छथर गाउँपालिका,6,वडा अध्यक्ष,तेर्हथुम,1,टेकराज लिम्बु,604,745
1079,कालिका नगरपालिका,6,वडा अध्यक्ष,चितवन,3,विनोद रेग्मी,1402,1477
1080,नाम्खा गाउँपालिका,4,वडा अध्यक्ष,हुम्ला,6,सुनाम हिसे तामाङ,51,76
1081,क्व्होलासोथार गाउँपालिका,7,वडा अध्यक्ष,लमजुंग,4,डिल कुमारी गुरुङ,252,257
1082,पुतलीबजार नगरपालिका,3,वडा अध्यक्ष,स्याङ्जा,4,अमृत प्रसाद श्रेष्ठ,1094,1123
1083,मैवाखोला गाउँपालिका,2,वडा अध्यक्ष,ताप्लेजुंग,1,सुरेन्द्र लिम्बु,175,415
1084,खाँदवारी नगरपालिका,7,वडा अध्यक्ष,संखुवासभा,1,मौसम आले मगर,389,507
1085,सायल गाउँपालिका,1,वडा अध्यक्ष,डोटी,7,हिरा थापा,465,581
1086,विजयनगर गाउँपालिका,6,वडा अध्यक्ष,कपिलवस्तु,5,प्रेम बहादुर कलवार,416,504
1087,पाण्डवगुफा गाउँपालिका,2,वडा अध्यक्ष,बाजुरा,7,कर्ण बहादुर बिष्‍ट,226,289
1088,खाँडादेवी गाउँपालिका,5,वडा अध्यक्ष,रामेछाप,3,तुलशी दास श्रेष्ठ,578,691
1089,सभापोखरी गाउँपालिका,4,वडा अध्यक्ष,संखुवासभा,1,हिमालि राई,167,235
1090,मध्यविन्दु नगरपालिका,14,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,मिन बहादुर दर्लामी मगर,452,536
1091,त्रिपुरासुन्दरी नगरपालिका,7,वडा अध्यक्ष,डोल्पा,6,खम बुढा,200,272
1092,बुटवल उपमहानगरपालिका,4,वडा अध्यक्ष,रुपन्देही,5,टंक प्रसाद पराजुली,1314,1412
1093,अमरगढी नगरपालिका,10,वडा अध्यक्ष,डडेलधुरा,7,विष्णु राज भट्ट,275,278
1094,पुनर्वास नगरपालिका,3,वडा अध्यक्ष,कन्चनपुर,7,फैरु तामाङ,265,454
1095,बर्जु गाउँपालिका,3,वडा अध्यक्ष,सुनसरी,1,प्रदिप कुमार चौधरी,700,862
1096,भिमाद नगरपालिका,9,वडा अध्यक्ष,तनहुँ,4,ईमान बहादुर थापा,455,906
1097,देवचुली नगरपालिका,6,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,मिन बहादुर सोती मगर,255,358
1098,कुम्मायक गाउँपालिका,5,वडा अध्यक्ष,पाँचथर,1,याम बहादुर वोहोरा,338,711
1099,पुतलीबजार नगरपालिका,7,वडा अध्यक्ष,स्याङ्जा,4,विश्‍वेश्‍वर प्रसाद रेग्मी,754,908
1100,क्व्होलासोथार गाउँपालिका,6,वडा अध्यक्ष,लमजुंग,4,मन लाल गुरुङ,161,197
1101,नारायण नगरपालिका,4,वडा अध्यक्ष,दैलेख,6,विर वहादुर कटुवाल,542,558
1102,सागुरीगढी गाउँपालिका,9,वडा अध्यक्ष,धनकुटा,1,जित वहादुर राई,481,518
1103,उर्लावारी नगरपालिका,8,वडा अध्यक्ष,मोरङ्ग,1,कुल बहादूर कार्की,1352,1502
1104,सितगंगा नगरपालिका,2,वडा अध्यक्ष,अर्घाखांची,5,गोवर्धन थापा,750,835
1105,गौमुल गाउँपालिका,4,वडा अध्यक्ष,बाजुरा,7,विरेन्द्र वहादुर रोकाया,199,328
1106,गल्छी गाउँपालिका,7,वडा अध्यक्ष,धादिङ्ग,3,हरि प्रसाद खतिवडा,684,719
